0.990204	 1.136638
1.153280	 0.894775
0.933390	 0.786053
1.011021	 1.054010
1.021003	 0.876503
1.024429	 1.072746
0.859131	 1.065903
0.794461	 0.832932
1.191736	 0.795818
1.044467	 1.109870
0.770780	 1.076856
0.751527	 0.927430
0.954368	 1.050484
1.001039	 1.062818
0.972302	 0.897646
1.162361	 1.212506
0.784285	 1.065641
0.857281	 0.967675
1.101694	 1.118302
0.771685	 0.872698
1.244804	 1.046113
1.195443	 0.853935
0.862017	 1.239905
0.936868	 0.803752
0.785722	 1.231335
1.163622	 0.806502
1.058191	 1.165149
0.983932	 0.762559
0.965633	 1.234971
1.075378	 1.187935
0.882617	 0.987739
1.150442	 0.916902
0.803380	 0.757723
1.134577	 1.155075
1.126025	 1.156262
0.777772	 1.120829
0.952375	 1.223216
1.224764	 1.064392
1.213120	 0.911632
1.118145	 1.248843
0.892967	 1.031767
0.805345	 1.201158
0.946916	 1.039277
1.213717	 1.162549
1.024248	 1.039095
1.100485	 1.156866
0.776834	 1.000926
0.823768	 0.830214
1.008649	 1.208345
1.235289	 0.884674
1.114606	 0.763062
0.755503	 0.816982
1.236277	 1.230267
1.131374	 1.199398
0.891899	 0.999518
1.198240	 1.034866
0.781285	 0.753585
0.986024	 0.978201
1.042863	 0.949741
0.890750	 0.817111
1.238836	 1.241235
1.223976	 0.765670
0.992161	 0.797744
0.845884	 0.750810
0.756089	 0.831173
0.885484	 1.120695
0.844235	 0.890987
1.187677	 0.830512
0.871254	 1.069051
0.779910	 1.013153
0.818569	 1.228150
0.798019	 0.849854
1.231735	 1.034043
1.078055	 1.024598
1.233784	 1.218805
1.091709	 1.222620
1.210040	 1.065686
1.238290	 0.952201
1.113430	 0.834174
0.953011	 1.119518
0.915347	 1.088495
0.990213	 1.009581
1.229481	 0.927890
1.090094	 0.850735
1.246941	 1.120003
1.113888	 0.815510
1.098153	 1.161908
0.915364	 1.079889
0.945951	 1.243419
0.854487	 0.929735
1.212225	 1.196196
0.902355	 1.172265
1.011881	 0.890644
0.874466	 0.875311
0.974818	 1.077476
1.244829	 1.140165
0.915971	 0.985042
0.899746	 0.895452
1.162932	 1.239840
0.996187	 1.159873
1.109843	 0.860076
1.225384	 0.957997
0.771983	 0.890748
0.787885	 0.967934
0.884167	 0.892372
1.147669	 0.846392
0.838568	 0.800024
0.768656	 1.100449
0.940668	 0.893122
1.225760	 1.165486
1.220598	 1.220588
1.055651	 0.886569
0.955631	 1.205397
1.032022	 0.868563
1.195237	 0.778209
0.778437	 1.055080
0.888285	 0.753820
0.763076	 0.910268
0.894568	 0.800962
1.128202	 1.028735
0.943334	 1.025871
1.125126	 1.031901
1.075895	 1.143782
0.882350	 0.766564
